"","X","Speaker","Gloss","Date"
"50834",61236,"CHI","because .","29-OCT-1965"
"50835",61238,"CHI","she's a dog .","29-OCT-1965"
"50836",61241,"CHI","what kind you like ?","29-OCT-1965"
"50837",61243,"CHI","he said +""/.","29-OCT-1965"
"50838",61244,"CHI","+"" strawberry .","29-OCT-1965"
"50839",61245,"MOT","well tell me about your party .","29-OCT-1965"
"50840",61246,"MOT","what'd you do ?","29-OCT-1965"
"50841",61247,"CHI","Mark was playing with his mask .","29-OCT-1965"
"50842",61248,"MOT","Mark was playing with the mask yeah .","29-OCT-1965"
"50843",61249,"CHI","we didn't have no mask .","29-OCT-1965"
"50844",61250,"MOT","I know you didn't have any mask because I thought you were kidding me .","29-OCT-1965"
"50845",61251,"MOT","I thought she just got that from the other kids .","29-OCT-1965"
"50846",61253,"MOT","she heard all the other kids talking about how they were going to school today in their costumes .","29-OCT-1965"
"50847",61254,"MOT","so this morning she said to me that she wanted to wear her costume to school .","29-OCT-1965"
"50848",61255,"MOT","so I figured the teacher would have said something yesterday .","29-OCT-1965"
"50849",61256,"MOT","so all the kids had their costumes on .","29-OCT-1965"
"50850",61257,"MOT","but she didn't tell them to so .","29-OCT-1965"
"50851",61259,"CHI","no played toys .","29-OCT-1965"
"50852",61260,"MOT","played toys ?","29-OCT-1965"
"50853",61261,"CHI","uhhuh .","29-OCT-1965"
"50854",61262,"CHI","no more Chantilly .","29-OCT-1965"
"50855",61263,"CHI","can he he eat candy ?","29-OCT-1965"
"50856",61265,"CHI","because I wanna save some for myself huh ?","29-OCT-1965"
"50857",61267,"CHI","look it .","29-OCT-1965"
"50858",61268,"MOT"," why don't ya ask ask Melissa if she wants some ?","29-OCT-1965"
"50859",61269,"CHI","Mommy .","29-OCT-1965"
"50860",61270,"CHI","what kind ya like ?","29-OCT-1965"
"50861",61271,"MOT","I don't want any thanks .","29-OCT-1965"
"50862",61272,"CHI","want a couple ?","29-OCT-1965"
"50863",61275,"CHI","you want a couple ?","29-OCT-1965"
"50864",61278,"CHI","want another couple ?","29-OCT-1965"
"50865",61279,"MOT","Sarah what're ya gonna wear tomorrow +...","29-OCT-1965"
"50866",61281,"MOT","what're ya gonna wear ?","29-OCT-1965"
"50867",61282,"CHI","Georgie's +...","29-OCT-1965"
"50868",61284,"CHI","I will I wear Chinese sometimes .","29-OCT-1965"
"50869",61285,"MOT","tell her what you wore to a party last week .","29-OCT-1965"
"50870",61286,"CHI","I know .","29-OCT-1965"
"50871",61287,"MOT","tell her about that party .","29-OCT-1965"
"50872",61288,"MOT","that was a big one .","29-OCT-1965"
"50873",61289,"MOT","the Halloween party .","29-OCT-1965"
"50874",61291,"CHI","yeah I xxx .","29-OCT-1965"
"50875",61292,"MOT","here .","29-OCT-1965"
"50876",61293,"MOT","what're ya doing ?","29-OCT-1965"
"50877",61295,"CHI","it's a tent .","29-OCT-1965"
"50878",61297,"CHI","it's a tent .","29-OCT-1965"
"50879",61299,"CHI","is that a is that a tent Daddy ?","29-OCT-1965"
"50880",61303,"MOT","we'll take em down when we go shopping .","29-OCT-1965"
"50881",61304,"CHI"," these are more huh ?","29-OCT-1965"
"50882",61305,"MOT","Auntie_Shirley's gonna bring home candy for trick or treat tonight .","29-OCT-1965"
"50883",61306,"CHI","I'm going to a halloween party ?","29-OCT-1965"
"50884",61307,"MOT","no we got ta have candy here for when the kids come .","29-OCT-1965"
"50885",61308,"CHI","oh .","29-OCT-1965"
"50886",61309,"CHI","is it gonna be a party ?","29-OCT-1965"
"50887",61310,"MOT","no we're not gonna have a party .","29-OCT-1965"
"50888",61311,"CHI","what ?","29-OCT-1965"
"50889",61312,"MOT","well the kids come they knock at the door +...","29-OCT-1965"
"50890",61313,"CHI","trick or treat here ?","29-OCT-1965"
"50891",61314,"MOT","yeah .","29-OCT-1965"
"50892",61315,"CHI","oh .","29-OCT-1965"
"50893",61316,"MOT","you won't be here .","29-OCT-1965"
"50894",61317,"CHI","yes I will .","29-OCT-1965"
"50895",61318,"MOT","you'll be out trick or treating .","29-OCT-1965"
"50896",61319,"MOT","I got ta get her a bag .","29-OCT-1965"
"50897",61322,"CHI","am I going across the street ?","29-OCT-1965"
"50898",61323,"MOT","I don't know what time we're going out .","29-OCT-1965"
"50899",61325,"MOT","yeah I bought those little bags .","29-OCT-1965"
"50900",61326,"CHI","oh goodie .","29-OCT-1965"
"50901",61327,"CHI","oh goodie .","29-OCT-1965"
"50902",61329,"CHI","it is fun .","29-OCT-1965"
"50903",61330,"MOT","uhhuh .","29-OCT-1965"
"50904",61331,"CHI","it is fun when you go up trick or treat .","29-OCT-1965"
"50905",61333,"CHI","you get candy .","29-OCT-1965"
"50906",61334,"CHI","that's what you do .","29-OCT-1965"
"50907",61335,"MOT","what do you say ?","29-OCT-1965"
"50908",61336,"CHI","thank_you .","29-OCT-1965"
"50909",61337,"MOT","oh .","29-OCT-1965"
"50910",61339,"CHI","please .","29-OCT-1965"
"50911",61341,"CHI","thank_you .","29-OCT-1965"
"50912",61343,"CHI","yes yes .","29-OCT-1965"
"50913",61344,"MOT","Sarah stay still .","29-OCT-1965"
"50914",61345,"CHI","look it .","29-OCT-1965"
"50915",61346,"CHI","yes .","29-OCT-1965"
"50916",61348,"MOT","she must have been all xxx .","29-OCT-1965"
"50917",61349,"CHI","0 .","29-OCT-1965"
"50918",61350,"MOT","here .","29-OCT-1965"
"50919",61352,"CHI","uhuh .","29-OCT-1965"
"50920",61353,"CHI","Mark does .","29-OCT-1965"
"50921",61354,"CHI","he's a boy so he got","29-OCT-1965"
"50922",61357,"CHI","I'm going play Felix_the_Cat .","29-OCT-1965"
"50923",61358,"MOT","Felix_the_Cat ?","29-OCT-1965"
"50924",61361,"CHI","cards .","29-OCT-1965"
"50925",61363,"CHI","yes .","29-OCT-1965"
"50926",61365,"MOT","the game Felix_the_Cat .","29-OCT-1965"
"50927",61366,"MOT","aren't you supposed to ring doorbells and anything ?","29-OCT-1965"
"50928",61368,"CHI","go with my Mommy huh ?","29-OCT-1965"
"50929",61370,"CHI","I go like this .","29-OCT-1965"
"50930",61371,"MOT","scare everybody .","29-OCT-1965"
"50931",61373,"MOT","me .","29-OCT-1965"
"50932",61374,"CHI","then I go in .","29-OCT-1965"
"50933",61375,"CHI","and Donna's not gonna go with me .","29-OCT-1965"
"50934",61377,"CHI","you'll be a person of the house will she ?","29-OCT-1965"
"50935",61379,"MOT","I'm not going with Donna .","29-OCT-1965"
"50936",61380,"CHI","0 .","29-OCT-1965"
"50937",61381,"MOT","Lorraine's taking Donna .","29-OCT-1965"
"50938",61382,"MOT","unless you want a take her out .","29-OCT-1965"
"50939",61384,"MOT","no .","29-OCT-1965"
"50940",61386,"CHI","0 .","29-OCT-1965"
"50941",61388,"CHI","yeah .","29-OCT-1965"
"50942",61389,"MOT","yeah we'll probably go with Ann_Marie .","29-OCT-1965"
"50943",61390,"CHI","yeah .","29-OCT-1965"
"50944",61391,"MOT","or Betty I don't know .","29-OCT-1965"
"50945",61392,"CHI","what's that ?","29-OCT-1965"
"50946",61393,"CHI","Daddy ?","29-OCT-1965"
"50947",61394,"MOT","you know this +...","29-OCT-1965"
"50948",61395,"MOT","I don't know whether the batteries are gone on this or what .","29-OCT-1965"
"50949",61397,"MOT","xxx bought it for her a couple of weeks ago .","29-OCT-1965"
"50950",61398,"MOT","they're all new batteries and everything .","29-OCT-1965"
"50951",61399,"MOT","no it comes out this end .","29-OCT-1965"
"50952",61401,"MOT","it must be xxx .","29-OCT-1965"
"50953",61402,"MOT","why don't you pull the whole thing out .","29-OCT-1965"
"50954",61403,"CHI","no push it out .","29-OCT-1965"
"50955",61404,"MOT","no this thing +...","29-OCT-1965"
"50956",61405,"CHI","well Daddy .","29-OCT-1965"
"50957",61406,"MOT","I just thought of it .","29-OCT-1965"
"50958",61407,"MOT","if it's the batteries we'll have_to get em when we go out .","29-OCT-1965"
"50959",61408,"CHI","Daddy know what ?","29-OCT-1965"
"50960",61409,"MOT","she just bought those batteries too .","29-OCT-1965"
"50961",61410,"MOT","or maybe it's this .","29-OCT-1965"
"50962",61411,"MOT","maybe it's not tight enough you know ?","29-OCT-1965"
"50963",61412,"CHI","oh I know what .","29-OCT-1965"
"50964",61413,"CHI","I know what .","29-OCT-1965"
"50965",61414,"CHI","you push it in like harder like that .","29-OCT-1965"
"50966",61415,"MOT","I don't know .","29-OCT-1965"
"50967",61416,"CHI","maybe I'm right Daddy .","29-OCT-1965"
"50968",61418,"CHI","maybe I'm right .","29-OCT-1965"
"50969",61420,"CHI","push it in and turn it .","29-OCT-1965"
"50970",61424,"MOT","it just snaps out .","29-OCT-1965"
"50971",61425,"MOT","xxx .","29-OCT-1965"
"50972",61426,"CHI","no you're getting it Daddy .","29-OCT-1965"
"50973",61427,"CHI","I told ya .","29-OCT-1965"
"50974",61429,"MOT","well you've got your jack_o_lantern haven't you ?","29-OCT-1965"
"50975",61430,"MOT","where'd you get the other thing ?","29-OCT-1965"
"50976",61431,"CHI","what ?","29-OCT-1965"
"50977",61432,"MOT","that this thing .","29-OCT-1965"
"50978",61433,"MOT","where did this come from ?","29-OCT-1965"
"50979",61434,"MOT","what's that ?","29-OCT-1965"
"50980",61435,"MOT","who bought this ?","29-OCT-1965"
"50981",61436,"MOT","huh ?","29-OCT-1965"
"50982",61437,"CHI","Nana my Nana .","29-OCT-1965"
"50983",61438,"MOT","I don't get this one either .","29-OCT-1965"
"50984",61439,"MOT","it's got a little hole .","29-OCT-1965"
"50985",61440,"CHI","it's for trick or +...","29-OCT-1965"
"50986",61441,"MOT","it's kind of a little hole .","29-OCT-1965"
"50987",61443,"MOT","I don't know .","29-OCT-1965"
"50988",61444,"MOT","did it have a candle ?","29-OCT-1965"
"50989",61445,"MOT","that big black candle .","29-OCT-1965"
"50990",61446,"MOT","did that come in here ?","29-OCT-1965"
"50991",61447,"CHI","0 .","29-OCT-1965"
"50992",61448,"MOT","Nana put that candle in ?","29-OCT-1965"
"50993",61449,"CHI","yes .","29-OCT-1965"
"50994",61450,"CHI","my Nana did .","29-OCT-1965"
"50995",61451,"MOT","did it have candy in there or anything ?","29-OCT-1965"
"50996",61452,"CHI","no .","29-OCT-1965"
"50997",61453,"CHI","just put candy in it see ?","29-OCT-1965"
"50998",61454,"CHI","just put candy then wrap it up .","29-OCT-1965"
"50999",61456,"CHI","ya just put candy in it then wrap it up .","29-OCT-1965"
"51000",61458,"MOT","I don't know .","29-OCT-1965"
"51001",61459,"CHI","Daddy .","29-OCT-1965"
"51002",61461,"CHI","maybe I'm real right .","29-OCT-1965"
"51003",61463,"CHI","because +...","29-OCT-1965"
"51004",61464,"CHI","I know why because .","29-OCT-1965"
"51005",61465,"CHI","it won't stay on that's why .","29-OCT-1965"
"51006",61467,"CHI","that .","29-OCT-1965"
"51007",61468,"CHI","that top .","29-OCT-1965"
"51008",61470,"CHI","maybe I can .","29-OCT-1965"
"51009",61472,"CHI","but not you can .","29-OCT-1965"
"51010",61473,"CHI","maybe I can +...","29-OCT-1965"
"51011",61474,"CHI","I can do that huh ?","29-OCT-1965"
"51012",61475,"CHI","that's hard huh ?","29-OCT-1965"
"51013",61476,"CHI","this hard ?","29-OCT-1965"
"51014",61477,"CHI","that's real hard .","29-OCT-1965"
"51015",61478,"MOT","it won't stay there .","29-OCT-1965"
"51016",61479,"CHI","I told ya .","29-OCT-1965"
"51017",61480,"MOT","put a little tape on it .","29-OCT-1965"
"51018",61481,"CHI","yeah .","29-OCT-1965"
"51019",61482,"CHI","but we don't have no tape .","29-OCT-1965"
"51020",61483,"MOT","I had some tape here .","29-OCT-1965"
"51021",61484,"MOT","oh it can't be running .","29-OCT-1965"
"51022",61485,"CHI","hey Daddy ya fixed that .","29-OCT-1965"
"51023",61488,"CHI","for going out and see somebody's out there .","29-OCT-1965"
"51024",61489,"CHI","and and trick or treat trick or treat trick or treat trick or treat trick or treat .","29-OCT-1965"
"51025",61490,"CHI","trick or treat all around .","29-OCT-1965"
"51026",61491,"CHI","and trick or treat trick or treat trick or treat trick or treat .","29-OCT-1965"
"51027",61492,"MOT","we used to have a swell time .","29-OCT-1965"
"51028",61494,"CHI","candy .","29-OCT-1965"
"51029",61497,"CHI","no .","29-OCT-1965"
"51030",61499,"CHI","apples .","29-OCT-1965"
"51031",61500,"MOT","there ya go .","29-OCT-1965"
"51032",61501,"MOT","oh it's nice .","29-OCT-1965"
"51033",61502,"MOT","I couldn't get it to light .","29-OCT-1965"
"51034",61503,"CHI","oh thank_you Daddy .","29-OCT-1965"
"51035",61505,"MOT","I think this one'd snap off someplace there .","29-OCT-1965"
"51036",61506,"MOT","oh we'd better get some black tape and tape it ?","29-OCT-1965"
"51037",61507,"CHI","thank_you .","29-OCT-1965"
"51038",61508,"MOT","now don't play with it because you don't want the batteries to wear out .","29-OCT-1965"
"51039",61509,"CHI","no .","29-OCT-1965"
"51040",61510,"MOT","now give it to me now and I'll put it away for tomorrow .","29-OCT-1965"
"51041",61511,"MOT","cute huh ?","29-OCT-1965"
"51042",61513,"CHI","is a light xxx huh ?","29-OCT-1965"
"51043",61514,"MOT","it's a light +...","29-OCT-1965"
"51044",61516,"CHI","it's a little flashlight .","29-OCT-1965"
"51045",61517,"MOT","yeah .","29-OCT-1965"
"51046",61518,"CHI","makes it go on and off huh ?","29-OCT-1965"
"51047",61520,"MOT","Ann_Marie's got one too .","29-OCT-1965"
"51048",61523,"MOT","I don't know whether to get her a costume or not .","29-OCT-1965"
"51049",61524,"CHI","come on Chantilly .","29-OCT-1965"
"51050",61525,"CHI","Chantilly !","29-OCT-1965"
"51051",61526,"CHI","Ann_Marie .","29-OCT-1965"
"51052",61527,"MOT","what's Ann_Marie ?","29-OCT-1965"
"51053",61528,"MOT","I thought it was something about a ghost or a hobo or something .","29-OCT-1965"
"51054",61529,"MOT","I don't know .","29-OCT-1965"
"51055",61530,"CHI","she was a hobo .","29-OCT-1965"
"51056",61531,"MOT","what was she at the the party the other night Sunday night ?","29-OCT-1965"
"51057",61532,"CHI","she was xxx .","29-OCT-1965"
"51058",61533,"CHI","and that was her Halloween .","29-OCT-1965"
"51059",61534,"MOT","did you have a good time ?","29-OCT-1965"
"51060",61535,"CHI","yeah .","29-OCT-1965"
"51061",61536,"MOT","come here .","29-OCT-1965"
"51062",61537,"MOT","what's the matter with your neck ?","29-OCT-1965"
"51063",61538,"MOT","come here .","29-OCT-1965"
"51064",61539,"MOT","it's all red .","29-OCT-1965"
"51065",61541,"CHI","xxx .","29-OCT-1965"
"51066",61543,"CHI","uhhuh .","29-OCT-1965"
"51067",61545,"CHI","a Chinese .","29-OCT-1965"
"51068",61547,"CHI","Chinese .","29-OCT-1965"
"51069",61549,"CHI","Chinese .","29-OCT-1965"
"51070",61551,"CHI","a Chinese .","29-OCT-1965"
"51071",61554,"CHI","0 .","29-OCT-1965"
"51072",61556,"CHI","0 .","29-OCT-1965"
"51073",61557,"MOT","you know that she had for the recital ?","29-OCT-1965"
"51074",61558,"MOT","a jacket .","29-OCT-1965"
"51075",61560,"MOT","a Chinese jacket +...","29-OCT-1965"
"51076",61562,"MOT","yeah .","29-OCT-1965"
"51077",61563,"MOT","the hat the Chinese hat .","29-OCT-1965"
"51078",61565,"MOT","but if she puts a coat on you know .","29-OCT-1965"
"51079",61566,"MOT","she'll wear a coat .","29-OCT-1965"
"51080",61568,"MOT","you won't see anything .","29-OCT-1965"
"51081",61569,"MOT","all you'll see is a hat .","29-OCT-1965"
"51082",61570,"CHI","xxx coat .","29-OCT-1965"
"51083",61571,"MOT","she went to a party the other night and last year she was Cinderella .","29-OCT-1965"
"51084",61572,"MOT","Sunday night my Mother took her to the Cub_Scout party .","29-OCT-1965"
"51085",61573,"MOT","and she led the parade and everything you know .","29-OCT-1965"
"51086",61574,"MOT","she had a ball for herself .","29-OCT-1965"
"51087",61575,"MOT","they went around and asked the kids what they were you know ?","29-OCT-1965"
"51088",61576,"MOT","they asked her +...","29-OCT-1965"
"51089",61577,"MOT","you couldn't help it .","29-OCT-1965"
"51090",61578,"MOT","you knew she was a Chinese you know .","29-OCT-1965"
"51091",61579,"MOT","you'd just look at her .","29-OCT-1965"
"51092",61580,"MOT","and she said +""/.","29-OCT-1965"
"51093",61581,"MOT","+"" I'm Cinderella .","29-OCT-1965"
"51094",61582,"CHI","Mommy .","29-OCT-1965"
"51095",61583,"MOT","she was Cinderella .","29-OCT-1965"
"51096",61584,"CHI","I'm Cinderella .","29-OCT-1965"
"51097",61585,"MOT","you were Cinderella last year .","29-OCT-1965"
"51098",61586,"CHI","get off .","29-OCT-1965"
"51099",61587,"CHI","get off .","29-OCT-1965"
"51100",61589,"CHI","you like the toes ?","29-OCT-1965"
"51101",61591,"CHI","yeah .","29-OCT-1965"
"51102",61593,"CHI","I write huh ?","29-OCT-1965"
"51103",61594,"CHI","did I write good ?","29-OCT-1965"
"51104",61598,"CHI","I write another paper .","29-OCT-1965"
"51105",61599,"MOT","here Sarah .","29-OCT-1965"
"51106",61600,"MOT","here's a pencil for you .","29-OCT-1965"
"51107",61601,"CHI","two pencils ?","29-OCT-1965"
"51108",61602,"MOT","yeah .","29-OCT-1965"
"51109",61603,"CHI","thank_you .","29-OCT-1965"
"51110",61604,"MOT","oh here .","29-OCT-1965"
"51111",61605,"MOT","here give that one back .","29-OCT-1965"
"51112",61606,"MOT","use this one .","29-OCT-1965"
"51113",61607,"MOT","see so she can write too if she wanted to write .","29-OCT-1965"
"51114",61608,"MOT","okay ?","29-OCT-1965"
"51115",61609,"CHI","that's black like yours .","29-OCT-1965"
"51116",61611,"CHI","let me see if the same size .","29-OCT-1965"
"51117",61612,"CHI","put it up .","29-OCT-1965"
"51118",61614,"CHI","-um mine .","29-OCT-1965"
"51119",61615,"CHI","this mine ?","29-OCT-1965"
"51120",61617,"CHI","that yours ?","29-OCT-1965"
"51121",61619,"CHI","take it .","29-OCT-1965"
"51122",61621,"CHI","-uh know how ?","29-OCT-1965"
"51123",61622,"CHI","a straight line like that again .","29-OCT-1965"
"51124",61624,"CHI","no .","29-OCT-1965"
"51125",61625,"CHI","straight line like that .","29-OCT-1965"
"51126",61626,"CHI","a straight line like that .","29-OCT-1965"
"51127",61627,"CHI","a straight line like that .","29-OCT-1965"
"51128",61628,"CHI","a straight line like that .","29-OCT-1965"
"51129",61629,"CHI","an -um +...","29-OCT-1965"
"51130",61630,"CHI","a big hole ?","29-OCT-1965"
"51131",61633,"CHI","here the mouth down here .","29-OCT-1965"
"51132",61634,"CHI","that's how a mouth is ?","29-OCT-1965"
"51133",61636,"CHI","there .","29-OCT-1965"
"51134",61637,"CHI","that's a straight line now .","29-OCT-1965"
"51135",61638,"CHI","isn't it ?","29-OCT-1965"
"51136",61640,"CHI","erase some more .","29-OCT-1965"
"51137",61641,"CHI","see ya go like the toes .","29-OCT-1965"
"51138",61642,"MOT","what's that ?","29-OCT-1965"
"51139",61643,"CHI","it's light brown .","29-OCT-1965"
"51140",61645,"CHI","that's light dark brown .","29-OCT-1965"
"51141",61647,"CHI","you do this .","29-OCT-1965"
"51142",61648,"CHI","no .","29-OCT-1965"
"51143",61650,"CHI","yeah .","29-OCT-1965"
"51144",61651,"CHI","now do it dark like +...","29-OCT-1965"
"51145",61652,"CHI","this is real dark .","29-OCT-1965"
"51146",61653,"CHI","like that .","29-OCT-1965"
"51147",61654,"CHI","now .","29-OCT-1965"
"51148",61655,"CHI","is that a tl ?","29-OCT-1965"
"51149",61658,"CHI","yeah .","29-OCT-1965"
"51150",61660,"CHI","that's a criss+cross .","29-OCT-1965"
"51151",61661,"MOT","that's a criss+cross .","29-OCT-1965"
"51152",61663,"CHI","line down .","29-OCT-1965"
"51153",61664,"CHI","what is that now ?","29-OCT-1965"
"51154",61666,"CHI","it's a candle .","29-OCT-1965"
"51155",61667,"CHI","huh ?","29-OCT-1965"
"51156",61669,"CHI","a carrot candle .","29-OCT-1965"
"51157",61671,"CHI","a carrot candle .","29-OCT-1965"
"51158",61673,"CHI","mhm now what should I write ?","29-OCT-1965"
"51159",61675,"CHI","yeah .","29-OCT-1965"
"51160",61676,"CHI","yes .","29-OCT-1965"
"51161",61678,"CHI","yeah .","29-OCT-1965"
"51162",61679,"CHI","like like straight up ?","29-OCT-1965"
"51163",61681,"CHI","that is a stoppity_sloppitywp .","29-OCT-1965"
"51164",61683,"CHI","stop sloppity_stoppitywp .","29-OCT-1965"
"51165",61684,"CHI"," that way ?","29-OCT-1965"
"51166",61685,"CHI"," that how ya make +...","29-OCT-1965"
"51167",61686,"CHI","a fire wood ?","29-OCT-1965"
"51168",61687,"CHI","make the knob will you make the door ?","29-OCT-1965"
"51169",61689,"CHI","yeah .","29-OCT-1965"
"51170",61691,"CHI","yeah .","29-OCT-1965"
"51171",61692,"CHI","I'll do the rest .","29-OCT-1965"
"51172",61693,"CHI","that's the door .","29-OCT-1965"
"51173",61694,"MOT","right .","29-OCT-1965"
"51174",61696,"CHI","that's the chimney .","29-OCT-1965"
"51175",61697,"CHI","that's a good looking house ?","29-OCT-1965"
"51176",61698,"MOT","mhm very nice .","29-OCT-1965"
"51177",61699,"CHI","Mommy my hurt .","29-OCT-1965"
"51178",61700,"MOT","Chantilly +...","29-OCT-1965"
"51179",61701,"MOT","stop it .","29-OCT-1965"
"51180",61702,"CHI","get off .","29-OCT-1965"
"51181",61703,"CHI","get off .","29-OCT-1965"
"51182",61704,"MOT","has Chantilly ever bitten anyone ?","29-OCT-1965"
"51183",61711,"MOT","at anybody she don't like .","29-OCT-1965"
"51184",61715,"MOT","what ?","29-OCT-1965"
"51185",61716,"CHI","Mommy .","29-OCT-1965"
"51186",61718,"MOT","oh I thought you were xxx .","29-OCT-1965"
"51187",61719,"CHI","Mommy is it trick or treating tonight ?","29-OCT-1965"
"51188",61720,"MOT","no tomorrow night .","29-OCT-1965"
"51189",61722,"MOT","it was upstairs .","29-OCT-1965"
"51190",61724,"MOT","xxx happen today .","29-OCT-1965"
"51191",61725,"MOT","she doesn't bark now when she goes up the stairs .","29-OCT-1965"
"51192",61728,"CHI","in your bed .","29-OCT-1965"
"51193",61730,"CHI","with you .","29-OCT-1965"
"51194",61733,"CHI","you me .","29-OCT-1965"
"51195",61736,"CHI","did you feel him ?","29-OCT-1965"
"51196",61738,"CHI","how ?","29-OCT-1965"
"51197",61740,"CHI","oh .","29-OCT-1965"
"51198",61741,"CHI","does he like your side ?","29-OCT-1965"
"51199",61742,"MOT","no he likes your side Mommy's side .","29-OCT-1965"
"51200",61743,"CHI","oh .","29-OCT-1965"
"51201",61745,"CHI","he likes girls' sides ?","29-OCT-1965"
"51202",61747,"CHI","I know .","29-OCT-1965"
"51203",61748,"CHI","the boys boys can -uh boys they sleep with big boys .","29-OCT-1965"
"51204",61749,"CHI","like you huh ?","29-OCT-1965"
"51205",61750,"CHI","uhhuh Daddy ?","29-OCT-1965"
"51206",61752,"CHI","with a dog and a daddy and a boy dog .","29-OCT-1965"
"51207",61753,"CHI","sleep with you .","29-OCT-1965"
"51208",61755,"CHI","no .","29-OCT-1965"
"51209",61757,"CHI","because that is for girls .","29-OCT-1965"
"51210",61758,"CHI","where I'm going trick or treating ?","29-OCT-1965"
"51211",61759,"MOT","no you are not going trick or treating till tomorrow .","29-OCT-1965"
"51212",61760,"CHI","is there trick or treating tonight huh ?","29-OCT-1965"
"51213",61761,"MOT","huh ?","29-OCT-1965"
"51214",61762,"MOT","no trick or treat isn't till tomorrow night .","29-OCT-1965"
"51215",61763,"CHI","how_come I get my Halloween candy ?","29-OCT-1965"
"51216",61764,"MOT","because you won't be in school tomorrow .","29-OCT-1965"
"51217",61765,"CHI","oh let me have it .","29-OCT-1965"
"51218",61767,"MOT","wait a while .","29-OCT-1965"
"51219",61769,"MOT","then you won't be able to go out trick or treating tomorrow night if you get sick .","29-OCT-1965"
"51220",61772,"CHI","I'm gonna write now .","29-OCT-1965"
"51221",61774,"CHI","like that huh ?","29-OCT-1965"
"51222",61775,"CHI","make a +...","29-OCT-1965"
"51223",61776,"CHI"," like that .","29-OCT-1965"
"51224",61777,"CHI","what is that ?","29-OCT-1965"
"51225",61779,"CHI","it looks like a +...","29-OCT-1965"
"51226",61780,"CHI","what is that now ?","29-OCT-1965"
"51227",61782,"CHI","yeah .","29-OCT-1965"
"51228",61785,"CHI","you know how to write a pumpkin ?","29-OCT-1965"
"51229",61787,"CHI","make a line like that .","29-OCT-1965"
"51230",61788,"CHI","that a straight line ?","29-OCT-1965"
"51231",61790,"CHI","no it ain't .","29-OCT-1965"
"51232",61792,"CHI","uhuh that's go there .","29-OCT-1965"
"51233",61794,"CHI","uhuh .","29-OCT-1965"
"51234",61795,"CHI","like this .","29-OCT-1965"
"51235",61796,"CHI","no .","29-OCT-1965"
"51236",61797,"CHI","this is a straight line .","29-OCT-1965"
"51237",61798,"CHI","that's a straight line .","29-OCT-1965"
"51238",61800,"CHI","like that ?","29-OCT-1965"
"51239",61802,"CHI","that ain't a pumpkin .","29-OCT-1965"
"51240",61804,"CHI","eyes are like this .","29-OCT-1965"
"51241",61805,"CHI","like that ?","29-OCT-1965"
"51242",61807,"CHI","no sir .","29-OCT-1965"
"51243",61809,"CHI","what is that ?","29-OCT-1965"
"51244",61810,"MOT","what do you think ?","29-OCT-1965"
"51245",61811,"CHI","nothing it .","29-OCT-1965"
"51246",61812,"CHI","like +...","29-OCT-1965"
"51247",61813,"CHI","toes .","29-OCT-1965"
"51248",61816,"CHI","here's toes right here .","29-OCT-1965"
"51249",61819,"CHI","toes .","29-OCT-1965"
"51250",61820,"MOT","look like a toe ?","29-OCT-1965"
"51251",61821,"CHI","it is a toe .","29-OCT-1965"
"51252",61822,"MOT","oh it is .","29-OCT-1965"
"51253",61823,"CHI","that's +...","29-OCT-1965"
"51254",61824,"CHI","I make one huh ?","29-OCT-1965"
"51255",61826,"CHI","two big toes .","29-OCT-1965"
"51256",61827,"CHI","a big fat toe .","29-OCT-1965"
"51257",61829,"CHI","a big fat +...","29-OCT-1965"
"51258",61830,"CHI","that's his boo+boo like mine .","29-OCT-1965"
"51259",61831,"CHI","and that's his pimple .","29-OCT-1965"
"51260",61832,"CHI","I got a pimple on my feet .","29-OCT-1965"
"51261",61834,"CHI","that's his mouth .","29-OCT-1965"
"51262",61836,"CHI","yes .","29-OCT-1965"
"51263",61838,"CHI","yeah .","29-OCT-1965"
"51264",61839,"CHI","and that's his eye eyes .","29-OCT-1965"
"51265",61840,"CHI","I got ta go to the bath+room .","29-OCT-1965"
"51266",61841,"MOT","well hurry up .","29-OCT-1965"
"51267",61842,"CHI","up .","29-OCT-1965"
"51268",61844,"CHI","oh oh .","29-OCT-1965"
"51269",61846,"MOT","oh well you don't have_to be there when the kids come .","29-OCT-1965"
"51270",61847,"MOT","well no it's just that there's this long flight of stairs and you can't just go to the front door and open it and wait for the child .","29-OCT-1965"
"51271",61849,"CHI","you like the toes ?","29-OCT-1965"
"51272",61851,"MOT","yeah .","29-OCT-1965"
"51273",61853,"MOT","I write huh ?","29-OCT-1965"
"51274",61854,"MOT","did I write good ?","29-OCT-1965"
"51275",61858,"CHI","I write another paper .","29-OCT-1965"
"51276",61859,"MOT","oh here .","29-OCT-1965"
"51277",61860,"MOT","here give that one back .","29-OCT-1965"
"51278",61861,"MOT","use this one .","29-OCT-1965"
"51279",61862,"MOT","see so she wanted to write .","29-OCT-1965"
"51280",61863,"MOT","okay ?","29-OCT-1965"
"51281",61864,"CHI","that's black like yours .","29-OCT-1965"
"51282",61866,"CHI","let me see if the same size .","29-OCT-1965"
"51283",61867,"CHI","put it up .","29-OCT-1965"
"51284",61869,"CHI","-um mine .","29-OCT-1965"
"51285",61870,"CHI","this mine ?","29-OCT-1965"
"51286",61872,"MOT","that yours ?","29-OCT-1965"
